player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Björn Engels,be BEL,DF,Aston Villa,24,1994,17.0,15.0,1447.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06,0.8,0.8,0.1,0.05,0.0,0.05,0.05,0.05,16.1,7.0,1.0,0.0,14.3,0.44,0.06,0.14,1.0,0.11,0.2,0.2,503.0,605.0,83.1,11925.0,3869.0,3.0,7.0,42.9,300.0,340.0,88.2,200.0,258.0,77.5,-0.1,1.0,46.0,1.0,1.0,38.0,586.0,19.0,17.0,0.0,91.0,29.0,2.0,0.0,0.0,0.0,0.0,399.0,68.0,138.0,53.0,491.0,31.0,2.0,1.0,2.0,9.0,5.0,4.0,6.0,0.37,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,2.0,0.0,5.0,11.0,45.5,6.0,81.0,29.0,35.8,54.0,26.0,1.0,26.0,19.0,0.0,7.0,29.0,111.0,2.0,776.0,154.0,489.0,310.0,34.0,13.0,757.0,2.0,2.0,100.0,2.0,0.0,435.0,2540.0,1449.0,469.0,461.0,98.3,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,128.0,58.0,28.0,67.4
Christian Eriksen,dk DEN,"MF,FW",Tottenham,27,1992,20.0,10.0,1097.0,2.0,2.0,0.0,0.0,5.0,0.0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,1.9,0.16,0.16,0.32,0.16,0.32,12.2,26.0,9.0,7.0,34.6,2.13,0.74,0.08,0.22,0.07,0.1,0.1,549.0,743.0,73.9,10139.0,2773.0,7.0,19.0,36.8,419.0,499.0,84.0,123.0,225.0,54.7,0.1,23.0,58.0,21.0,1.0,76.0,659.0,84.0,26.0,4.0,119.0,35.0,72.0,46.0,18.0,16.0,5.0,468.0,111.0,164.0,173.0,532.0,23.0,10.0,2.0,4.0,9.0,18.0,19.0,40.0,3.28,31.0,8.0,1.0,0.0,0.0,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,19.0,12.0,12.0,6.0,1.0,5.0,23.0,21.7,18.0,260.0,55.0,21.2,83.0,126.0,51.0,19.0,1.0,0.0,18.0,11.0,11.0,0.0,868.0,17.0,136.0,430.0,350.0,21.0,779.0,3.0,12.0,25.0,3.0,0.0,554.0,2673.0,1495.0,679.0,573.0,84.4,17.0,14.0,0.0,9.0,6.0,2.0,0.0,0.0,0.0,138.0,3.0,9.0,25.0
Jonny Evans,nir NIR,DF,Leicester City,31,1988,38.0,38.0,3383.0,1.0,1.0,0.0,0.0,8.0,1.0,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,0.07,0.01,0.08,0.07,0.08,37.6,24.0,10.0,0.0,41.7,0.64,0.27,0.04,0.1,0.11,-1.6,-1.6,2088.0,2372.0,88.0,47140.0,13760.0,6.0,14.0,42.9,1357.0,1461.0,92.9,725.0,897.0,80.8,0.4,7.0,144.0,5.0,1.0,126.0,2285.0,87.0,72.0,2.0,306.0,60.0,8.0,0.0,0.0,0.0,0.0,1764.0,219.0,389.0,590.0,1585.0,117.0,15.0,5.0,2.0,44.0,12.0,13.0,22.0,0.59,17.0,0.0,1.0,3.0,1.0,4.0,0.11,3.0,0.0,0.0,0.0,1.0,0.0,48.0,31.0,31.0,16.0,1.0,27.0,42.0,64.3,15.0,278.0,111.0,39.9,178.0,80.0,20.0,53.0,21.0,0.0,32.0,58.0,271.0,4.0,2810.0,399.0,1484.0,1373.0,104.0,39.0,2732.0,9.0,10.0,90.0,9.0,0.0,1775.0,9493.0,5297.0,1905.0,1871.0,98.2,6.0,7.0,0.0,36.0,27.0,2.0,1.0,1.0,1.0,434.0,141.0,59.0,70.5
Łukasz Fabiański,pl POL,GK,West Ham,34,1985,25.0,25.0,2117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,672.0,56.3,17199.0,13323.0,1.0,3.0,33.3,82.0,83.0,98.8,295.0,586.0,50.3,0.0,0.0,7.0,0.0,0.0,0.0,409.0,263.0,69.0,0.0,61.0,21.0,0.0,0.0,0.0,0.0,0.0,128.0,40.0,504.0,21.0,506.0,0.0,0.0,91.0,4.0,19.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,2.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,728.0,656.0,728.0,0.0,0.0,0.0,465.0,1.0,1.0,100.0,1.0,0.0,304.0,1956.0,992.0,229.0,226.0,98.7,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0
Fabinho,br BRA,MF,Liverpool,25,1993,28.0,22.0,2079.0,2.0,3.0,0.0,0.0,6.0,0.0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.8,0.02,0.08,0.09,0.02,0.09,23.1,12.0,4.0,2.0,33.3,0.52,0.17,0.17,0.5,0.03,1.6,1.6,1334.0,1528.0,87.3,27065.0,5338.0,19.0,35.0,54.3,962.0,1056.0,91.1,353.0,437.0,80.8,1.2,18.0,129.0,21.0,2.0,101.0,1505.0,23.0,16.0,5.0,242.0,38.0,9.0,0.0,0.0,0.0,0.0,1051.0,211.0,266.0,105.0,1318.0,68.0,4.0,2.0,2.0,18.0,9.0,15.0,32.0,1.39,30.0,0.0,1.0,0.0,1.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,77.0,53.0,27.0,37.0,13.0,26.0,65.0,40.0,39.0,428.0,139.0,32.5,149.0,219.0,60.0,36.0,2.0,0.0,34.0,35.0,34.0,0.0,1735.0,42.0,379.0,1114.0,326.0,13.0,1715.0,10.0,12.0,83.3,11.0,1.0,1136.0,5164.0,2355.0,1257.0,1205.0,95.9,11.0,12.0,0.0,32.0,20.0,0.0,0.0,0.0,0.0,326.0,41.0,30.0,57.7
Ralf Fährmann,de GER,GK,Norwich City,30,1988,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,129.0,81.0,0.0,0.0,0.0,5.0,5.0,100.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,11.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,13.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Akin Famewo,eng ENG,MF,Norwich City,20,1998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiko Femenía,es ESP,DF,Watford,28,1991,28.0,26.0,2237.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.6,0.0,0.06,0.07,0.0,0.07,24.9,5.0,1.0,0.0,20.0,0.2,0.04,0.0,0.0,0.02,-0.1,-0.1,995.0,1289.0,77.2,16211.0,6755.0,21.0,48.0,43.8,833.0,991.0,84.1,141.0,250.0,56.4,-1.6,19.0,56.0,28.0,16.0,160.0,1008.0,281.0,16.0,0.0,164.0,23.0,68.0,2.0,1.0,1.0,0.0,680.0,300.0,309.0,145.0,807.0,55.0,263.0,4.0,1.0,21.0,31.0,37.0,32.0,1.29,27.0,3.0,1.0,0.0,1.0,3.0,0.12,0.0,1.0,1.0,0.0,1.0,0.0,62.0,32.0,44.0,15.0,3.0,26.0,71.0,36.6,45.0,384.0,97.0,25.3,209.0,138.0,37.0,36.0,2.0,0.0,34.0,37.0,62.0,1.0,1505.0,64.0,425.0,704.0,458.0,21.0,1231.0,25.0,36.0,69.4,25.0,1.0,832.0,4507.0,2325.0,810.0,753.0,93.0,16.0,12.0,0.0,26.0,12.0,1.0,1.0,0.0,0.0,274.0,21.0,10.0,67.7
Bruno Fernandes,pt POR,MF,Manchester Utd,24,1994,14.0,14.0,1186.0,8.0,7.0,4.0,4.0,2.0,0.0,0.61,0.53,1.14,0.3,0.83,5.9,2.8,2.6,0.45,0.19,0.64,0.22,0.41,13.2,40.0,14.0,7.0,35.0,3.04,1.06,0.1,0.29,0.07,2.1,1.2,608.0,853.0,71.3,11698.0,3233.0,6.0,38.0,15.8,463.0,564.0,82.1,139.0,251.0,55.4,4.4,34.0,72.0,23.0,2.0,100.0,751.0,102.0,27.0,4.0,140.0,53.0,75.0,55.0,15.0,24.0,7.0,528.0,138.0,187.0,64.0,768.0,13.0,5.0,2.0,3.0,12.0,23.0,39.0,57.0,4.33,39.0,12.0,1.0,2.0,3.0,12.0,0.91,6.0,3.0,0.0,0.0,3.0,0.0,19.0,14.0,7.0,8.0,4.0,5.0,34.0,14.7,29.0,260.0,65.0,25.0,59.0,124.0,77.0,14.0,0.0,0.0,14.0,9.0,12.0,0.0,1000.0,17.0,100.0,490.0,474.0,41.0,894.0,15.0,21.0,71.4,15.0,1.0,655.0,3372.0,2012.0,849.0,737.0,86.8,23.0,16.0,0.0,9.0,14.0,2.0,2.0,0.0,0.0,91.0,2.0,10.0,16.7
Gedson Fernandes,pt POR,"MF,DF",Tottenham,20,1999,7.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.22,0.28,0.06,0.28,0.8,2.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.02,0.0,0.0,40.0,51.0,78.4,576.0,169.0,3.0,5.0,60.0,32.0,36.0,88.9,5.0,10.0,50.0,-0.2,2.0,1.0,3.0,1.0,8.0,44.0,7.0,1.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,30.0,14.0,7.0,4.0,39.0,2.0,6.0,0.0,0.0,1.0,0.0,3.0,3.0,3.97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,5.0,27.8,7.0,7.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,66.0,1.0,6.0,28.0,39.0,6.0,59.0,2.0,5.0,40.0,3.0,0.0,49.0,359.0,219.0,62.0,47.0,75.8,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0
Federico Fernández,ar ARG,DF,Newcastle Utd,30,1989,32.0,29.0,2620.0,2.0,2.0,0.0,0.0,8.0,0.0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.2,0.06,0.01,0.07,0.06,0.07,29.1,16.0,6.0,0.0,37.5,0.55,0.21,0.13,0.33,0.11,0.3,0.3,907.0,1184.0,76.6,20097.0,8025.0,13.0,37.0,35.1,597.0,690.0,86.5,297.0,457.0,65.0,1.8,3.0,42.0,7.0,4.0,74.0,1052.0,132.0,41.0,1.0,167.0,51.0,27.0,0.0,0.0,0.0,0.0,717.0,146.0,321.0,69.0,937.0,56.0,90.0,1.0,4.0,39.0,19.0,24.0,10.0,0.34,6.0,0.0,1.0,3.0,0.0,3.0,0.1,1.0,0.0,0.0,2.0,0.0,0.0,50.0,32.0,41.0,8.0,1.0,27.0,51.0,52.9,24.0,231.0,73.0,31.6,170.0,48.0,13.0,61.0,31.0,0.0,30.0,22.0,214.0,1.0,1561.0,274.0,1005.0,467.0,161.0,21.0,1433.0,11.0,14.0,78.6,11.0,0.0,820.0,3800.0,1841.0,865.0,838.0,96.9,6.0,11.0,0.0,17.0,20.0,2.0,0.0,0.0,1.0,250.0,67.0,50.0,57.3
Fernandinho,br BRA,DF,Manchester City,34,1985,30.0,26.0,2397.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.04,0.04,0.0,0.04,1.1,1.1,0.6,0.04,0.02,0.06,0.04,0.06,26.6,17.0,2.0,0.0,11.8,0.64,0.08,0.0,0.0,0.07,-1.1,-1.1,1985.0,2190.0,90.6,44224.0,14225.0,12.0,28.0,42.9,1303.0,1395.0,93.4,670.0,767.0,87.4,0.4,7.0,226.0,11.0,1.0,168.0,2134.0,56.0,44.0,2.0,249.0,76.0,5.0,0.0,0.0,0.0,0.0,1709.0,193.0,288.0,243.0,1800.0,83.0,12.0,10.0,6.0,23.0,12.0,22.0,27.0,1.01,24.0,0.0,0.0,3.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,44.0,25.0,29.0,15.0,0.0,18.0,47.0,38.3,29.0,217.0,89.0,41.0,106.0,90.0,21.0,40.0,17.0,1.0,23.0,25.0,106.0,1.0,2435.0,241.0,972.0,1525.0,113.0,21.0,2381.0,12.0,14.0,85.7,12.0,2.0,1751.0,11286.0,7387.0,1884.0,1854.0,98.4,6.0,7.0,1.0,26.0,17.0,1.0,0.0,0.0,1.0,310.0,73.0,36.0,67.0
Roberto Firmino,br BRA,FW,Liverpool,27,1991,38.0,34.0,2988.0,9.0,8.0,0.0,0.0,0.0,0.0,0.27,0.24,0.51,0.27,0.51,13.4,13.4,6.1,0.4,0.18,0.59,0.4,0.59,33.2,100.0,37.0,0.0,37.0,3.01,1.11,0.09,0.24,0.13,-4.4,-4.4,931.0,1171.0,79.5,14337.0,3583.0,42.0,101.0,41.6,765.0,921.0,83.1,124.0,149.0,83.2,1.9,49.0,70.0,35.0,0.0,102.0,1141.0,30.0,3.0,8.0,306.0,8.0,8.0,0.0,0.0,0.0,0.0,874.0,205.0,92.0,152.0,927.0,55.0,11.0,13.0,3.0,7.0,51.0,55.0,94.0,2.83,72.0,0.0,15.0,4.0,3.0,19.0,0.57,14.0,0.0,4.0,1.0,0.0,0.0,37.0,26.0,7.0,17.0,13.0,10.0,34.0,29.4,24.0,694.0,216.0,31.1,57.0,307.0,330.0,47.0,5.0,0.0,42.0,8.0,16.0,0.0,1573.0,21.0,116.0,741.0,810.0,230.0,1543.0,59.0,97.0,60.8,64.0,2.0,1168.0,6485.0,3587.0,1818.0,1218.0,67.0,64.0,59.0,0.0,29.0,16.0,6.0,0.0,0.0,0.0,191.0,29.0,74.0,28.2
John Fleck,sco SCO,MF,Sheffield Utd,27,1991,30.0,28.0,2516.0,5.0,2.0,0.0,0.0,8.0,0.0,0.18,0.07,0.25,0.18,0.25,3.3,3.3,3.4,0.12,0.12,0.24,0.12,0.24,28.0,32.0,12.0,0.0,37.5,1.14,0.43,0.16,0.42,0.1,1.7,1.7,854.0,1164.0,73.4,15203.0,4967.0,31.0,79.0,39.2,663.0,775.0,85.5,160.0,310.0,51.6,-1.4,38.0,91.0,33.0,7.0,130.0,1030.0,134.0,31.0,3.0,224.0,63.0,147.0,77.0,50.0,10.0,5.0,680.0,215.0,269.0,987.0,96.0,57.0,7.0,8.0,8.0,23.0,22.0,48.0,71.0,2.54,48.0,16.0,5.0,2.0,0.0,5.0,0.18,4.0,0.0,1.0,0.0,0.0,0.0,38.0,24.0,17.0,15.0,6.0,18.0,74.0,24.3,56.0,551.0,146.0,26.5,150.0,289.0,112.0,44.0,3.0,0.0,41.0,24.0,24.0,0.0,1406.0,36.0,211.0,621.0,659.0,54.0,1277.0,43.0,62.0,69.4,48.0,3.0,892.0,4839.0,2790.0,1004.0,870.0,86.7,30.0,22.0,0.0,25.0,22.0,1.0,0.0,0.0,0.0,250.0,12.0,25.0,32.4
Phil Foden,eng ENG,"FW,MF",Manchester City,19,2000,23.0,9.0,901.0,5.0,2.0,0.0,0.0,0.0,0.0,0.5,0.2,0.7,0.5,0.7,4.3,4.3,2.0,0.43,0.2,0.63,0.43,0.63,10.0,34.0,14.0,0.0,41.2,3.4,1.4,0.15,0.36,0.13,0.7,0.7,431.0,508.0,84.8,6922.0,1357.0,10.0,23.0,43.5,361.0,401.0,90.0,60.0,84.0,71.4,0.0,18.0,28.0,13.0,2.0,37.0,494.0,14.0,4.0,4.0,74.0,17.0,28.0,6.0,2.0,1.0,0.0,398.0,51.0,59.0,450.0,37.0,11.0,4.0,2.0,0.0,6.0,2.0,15.0,44.0,4.4,35.0,2.0,3.0,1.0,3.0,8.0,0.8,8.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,5.0,8.0,3.0,7.0,17.0,41.2,10.0,253.0,74.0,29.2,43.0,105.0,105.0,9.0,0.0,0.0,9.0,7.0,3.0,0.0,628.0,3.0,48.0,262.0,356.0,72.0,616.0,24.0,31.0,77.4,25.0,0.0,482.0,2649.0,1496.0,591.0,516.0,87.3,10.0,23.0,0.0,12.0,13.0,1.0,0.0,0.0,0.0,61.0,8.0,17.0,32.0
Pablo Fornals,es ESP,"MF,FW",West Ham,23,1996,36.0,24.0,2172.0,2.0,5.0,0.0,0.0,3.0,0.0,0.08,0.21,0.29,0.08,0.29,2.8,2.8,2.1,0.12,0.09,0.2,0.12,0.2,24.1,37.0,12.0,0.0,32.4,1.53,0.5,0.05,0.17,0.08,-0.8,-0.8,680.0,897.0,75.8,10962.0,3027.0,28.0,74.0,37.8,555.0,654.0,84.9,97.0,169.0,57.4,2.9,18.0,49.0,27.0,6.0,77.0,860.0,37.0,10.0,6.0,222.0,31.0,62.0,19.0,4.0,9.0,3.0,594.0,167.0,136.0,106.0,753.0,23.0,2.0,5.0,0.0,13.0,17.0,55.0,48.0,1.99,38.0,4.0,1.0,2.0,3.0,9.0,0.37,9.0,0.0,0.0,0.0,0.0,0.0,42.0,29.0,17.0,18.0,7.0,16.0,70.0,22.9,54.0,597.0,156.0,26.1,153.0,275.0,169.0,51.0,1.0,0.0,50.0,24.0,10.0,0.0,1149.0,14.0,170.0,542.0,512.0,51.0,1113.0,20.0,39.0,51.3,22.0,3.0,798.0,4337.0,2307.0,1055.0,786.0,74.5,22.0,38.0,0.0,18.0,16.0,7.0,0.0,0.0,0.0,187.0,9.0,49.0,15.5
Ben Foster,eng ENG,GK,Watford,36,1983,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,0.0,100.0,0.03,0.03,0.0,0.0,0.09,-0.1,-0.1,534.0,1202.0,44.4,24862.0,20230.0,1.0,1.0,100.0,126.0,129.0,97.7,407.0,1072.0,38.0,0.0,0.0,30.0,2.0,0.0,4.0,735.0,467.0,174.0,0.0,96.0,56.0,0.0,0.0,0.0,0.0,0.0,174.0,57.0,971.0,793.0,162.0,1.0,1.0,122.0,13.0,36.0,7.0,3.0,5.0,0.13,2.0,3.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1309.0,1057.0,1277.0,35.0,1.0,1.0,845.0,3.0,3.0,100.0,3.0,0.0,534.0,3603.0,2217.0,397.0,396.0,99.7,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,224.0,1.0,0.0,100.0
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,3.0,2.0,136.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.04,0.08,0.13,0.04,0.13,1.5,1.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.06,-0.1,-0.1,62.0,73.0,84.9,1076.0,303.0,2.0,4.0,50.0,50.0,58.0,86.2,10.0,11.0,90.9,-0.1,2.0,2.0,0.0,0.0,7.0,66.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,51.0,13.0,9.0,15.0,47.0,4.0,7.0,0.0,0.0,2.0,1.0,1.0,3.0,1.99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,19.0,5.0,26.3,9.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,84.0,2.0,20.0,49.0,20.0,3.0,77.0,1.0,1.0,100.0,1.0,0.0,50.0,229.0,123.0,67.0,57.0,85.1,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,33.3
Dimitri Foulquier,fr FRA,"MF,DF",Watford,26,1993,3.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,76.9,172.0,63.0,1.0,2.0,50.0,6.0,6.0,100.0,3.0,5.0,60.0,0.0,1.0,1.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,33.3,6.0,9.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,20.0,3.0,7.0,9.0,6.0,0.0,19.0,2.0,2.0,100.0,2.0,0.0,12.0,109.0,71.0,13.0,9.0,69.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Juan Foyth,ar ARG,DF,Tottenham,21,1998,4.0,1.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,88.3,1027.0,341.0,0.0,0.0,0.0,40.0,43.0,93.0,13.0,17.0,76.5,0.0,1.0,3.0,0.0,0.0,6.0,52.0,8.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,8.0,6.0,46.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,1.0,1.0,2.0,3.0,66.7,1.0,14.0,5.0,35.7,10.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,77.0,7.0,31.0,42.0,10.0,0.0,69.0,1.0,3.0,33.3,1.0,0.0,44.0,214.0,122.0,46.0,42.0,91.3,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,100.0
Simon Francis,eng ENG,DF,Bournemouth,34,1985,15.0,10.0,969.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.02,0.03,0.04,0.02,0.04,10.8,3.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.06,-0.2,-0.2,425.0,544.0,78.1,8941.0,3412.0,1.0,8.0,12.5,312.0,355.0,87.9,112.0,181.0,61.9,-0.3,4.0,26.0,5.0,4.0,36.0,504.0,40.0,11.0,1.0,123.0,18.0,16.0,0.0,0.0,0.0,0.0,272.0,126.0,146.0,48.0,403.0,34.0,29.0,2.0,0.0,10.0,9.0,6.0,7.0,0.65,6.0,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,13.0,4.0,0.0,11.0,25.0,44.0,14.0,107.0,29.0,27.1,71.0,24.0,12.0,29.0,14.0,0.0,15.0,20.0,91.0,2.0,695.0,113.0,401.0,245.0,73.0,10.0,655.0,4.0,7.0,57.1,4.0,0.0,366.0,1861.0,747.0,410.0,382.0,93.2,1.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,118.0,48.0,28.0,63.2
